OBJECTID,county,name,sector,address,phone,y,x,hours,website,additional,snap,wic,fm_senior,re_mat,re_num,re_lib_serves,re_type
682,Russell,Russell County Public Library,Library,535 North Main Street Jamestown KY 42629,270-343-7323,36.991036,-85.068566,"Mon-Thurs 8-6, Fri 8-4, Sat 9-1",http://www.russellcountyLibrary.com,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer and internet access, copy services, notary services, book-a-librarian,outreach services, Kids and teen programs",
683,Russell,Russell County Extension,Cooperative Extension Offices,"2688 S. Hwy 127 Russell Springs, KY 42642",270-866-4477,37.028038,-85.076479,"Mon-Fri 7:30-4, closed daily 12-1",http://russell.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
684,Wayne,Walmart Supercenter - Monticello,Grocery,"175 Walmart Plaza Dr, Monticello, KY 42633",606-348-3331,36.857456,-84.848554,Everyday 6-11pm,https://www.walmart.com/store/1234/monticello-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
685,Wayne,Save-a-Lot - Monticello,Grocery,"1500 N Main St #124, Monticello, KY 42633",606-348-6829,36.847026,-84.834112,Everyday 9-6,https://savealot.com/grocery-stores/monticello-42633-23468/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
686,Wayne,Wayne County Farmers' Market,Farmers Market,"40 South Main St. Monticello, Kentucky 42633",N/A,36.82925,-84.850262,Seasonal,https://www.facebook.com/wckyfarmersmarket/,N/A,Yes,No,Yes,N/A,N/A,N/A,N/A
687,Wayne,T&B Recycling AKA Ironman Recycling,Recycling Centers,HWY 90 W Monticello KY 42633,606-340-8198,36.8055488,-84.9089638,"Mon-Fri 8-4:30, Sat 8-11",N/A,N/A,N/A,N/A,N/A,"FE, NONFE",2,"Handler, process, dropoff",Commercial recycler
688,Wayne,Walmart - Monticello,Recycling Centers,1461 East HWY 90 Bypass Monticello KY 42633,606-348-3331,36.8575242,-84.8505697,N/A,N/A,N/A,N/A,N/A,N/A,CARBAT,1,"Dropoff, other",Automotive Service
689,Wayne,Social Service Department - Monticello,Family Services,"1520 N Main St #6, Monticello, KY 42633",606-348-9361,36.84807,-84.834874,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
690,Wayne,Wayne Co Child Support Program,Family Services,"31 Columbia Ave, Monticello, KY 42633",606-340-8527,36.829463,-84.849686,Mon-Fri 9-5,https://csws.chfs.ky.gov/csws/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
691,Wayne,Wayne County Youth Services Center,Community Services,"2 Cs-1122, Monticello, KY 42633",606-348-3479,36.830664,-84.866528,Mon-Fri 8-4:30,https://www3.wayne.kyschools.us/1/Content2/44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
692,Wayne,Kentucky Career Center - Monticello,Career Services,"1500 N. Main St. Monticello, KY 42633",606-348-6050,36.847137,-84.834171,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
693,Wayne,Wayne County Public Library,Library,157 Rolling Hills Boulevard Monticello KY 42633,606-348-8565,36.854672,-84.843944,"Monday 9-5:30, Tues 9-7:30, Wed 9-5:30, Thurs 9-7:30, Fri 9-5:30, Sat 8-4",http://www.waynecountyLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer and internet access, printing services, community meeting rooms, bookmobile, teen, child and adult programs",
694,Wayne,Wayne County Extension,Cooperative Extension Offices,"255 Rolling Hills Blvd Monticello, KY 42633",606-348-8453,36.853955,-84.845394,Mon-Fri 8-4:30,http://wayne.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
695,Whitley,IGA - Williamsburg,Grocery,"25 N Highway 25 W, Williamsburg, KY 40769",606-549-2921,36.74746,-84.1593,Everyday 7-10,https://www.myiga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
696,Whitley,"Save-a-Lot - 12075 US-25, Williamsburg",Grocery,"12075 S, Hwy 25, Williamsburg, KY 40769",606-786-4111,36.592394,-84.126582,"Mon-Sat 8-9, Sun 10-7",https://savealot.com/grocery-stores/williamsburg-40769-24671/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
697,Whitley,Walmart Supercenter -  Williamsburg,Grocery,"589 W, KY-92, Williamsburg, KY 40769",606-549-4075,36.720827,-84.171286,Everyday 6-11pm,https://www.walmart.com/store/1048/williamsburg-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
698,Whitley,"Save-a-Lot - 1645 US-25, Williamsburg",Grocery,"1645 South Hwy 25, Williamsburg, KY 40769",606-549-5794,36.722813,-84.163556,Everyday 9-6,https://savealot.com/grocery-stores/williamsburg-40769-23476/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
699,Whitley,Johnny Creekmore Riverside Produce,Grocery,"1378 Hwy 25, Williamsburg, KY 40769",606-549-3215,36.726019,-84.160928,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A
700,Whitley,"Kroger - Cumberland Falls Hwy, Corbin",Grocery,"1019 Cumberland Falls Hwy, Corbin, KY 40701",606-526-1717,36.928573,-84.104651,Everyday 7-10,https://www.kroger.com/stores/details/024/00719?cid=loc_02400719_gmb,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
701,Whitley,"Save-a-Lot  - Cumberland Falls Hwy, Corbin",Grocery,"1520 Cumberland Falls Hwy, Corbin, KY 40701",606-528-3763,36.925268,-84.112948,Everyday 9-6,https://savealot.com/grocery-stores/corbin-40701-23472/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
702,Whitley,Williamsburg Market,Farmers Market,"Cumberland Ave Williamsburg, KY 40769",606-549-1430,36.741931,-84.159339,Seasonal,https://whitley.ca.uky.edu/FarmersMarket,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A
703,Whitley,Corbin Market,Farmers Market,"108 S Main St, Corbin, KY 40701",606-549-1430,36.946922,-84.096532,Seasonal,https://www.facebook.com/WCFarmersMarket/,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A
704,Whitley,Cedar Ridge Ministries Recycling,Recycling Centers,537 South 10th Street Williamsburg KY 40769,606-549-1372,36.7682174,-84.1595885,"Mon, Tues, Thurs, Fri 9-3",http://www.cedaridgeministries.org/recycling-services/,ALSO ACCEPTS MAGAZINES,N/A,N/A,N/A,"AL, PL( HDPE, PET), OCC, OPMIX, ST CANS, ONP",6,"Handler, dropoff",Commercial recycler
705,Whitley,City of Corbin Recycling,Recycling Centers,701 Main Street Corbin KY 40701,606-523-6532,36.942802,-84.094468,Mon-Fri 7 -3:30,https://corbin-ky.gov/corbin-recycling/,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), OCC, OPMIX, ST CANS, ONP",7,"Handler, dropoff",Government facility
706,Whitley,Eastern Kentucky Recycling,Recycling Centers,300 Savoy-Clear Creek Road Williamsburg KY 40769,606-355-2322,36.722724,-84.156011,Mon-Fri 8-4,www.easternkentuckyrecycling.com,N/A,N/A,N/A,N/A,"FE, NONFE",2,"Handler, process, dropoff",Commercial recycler
707,Whitley,Ellis Sanitation,Recycling Centers,2141 Craig Road Williamsburg KY 40769,505-549-0483,36.813291,-84.276914,Mon-Fri 8-8,N/A,N/A,N/A,N/A,N/A,"FE, OCC, ST CANS",3,"Handler, process, dropoff",Commercial recycler
708,Whitley,Walmart Supercenter -  Williamsburg,Recycling Centers,589 HWY West 92 Williamsburg KY 40769,606-549-4075,36.813291,-84.276914,Everyday 6-11pm,N/A,N/A,N/A,N/A,N/A,CARBAT,1,"Dropoff, other",Automotive Service
709,Whitley,"Walmart - S Stewart Road, Corbin",Recycling Centers,60 South Stewart Road Corbin KY 40702,606-523-1770,36.972397,-84.102723,Everyday 6-11pm,N/A,N/A,N/A,N/A,N/A,CARBAT,1,"Dropoff, other",Automotive Service
710,Whitley,Social Security Office - Corbin,Family Services,"159 FUTURE DR CORBIN, KY 40701",877-405-0470,36.904524,-84.162607,Mon-Fri 9-4,https://www.ssa.gov/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
711,Whitley,Bell-Whitley Community Action Agency - Williamsburg,Community Services,"215 N 4th St, Williamsburg, KY 40769",606-549-3933,36.742875,-84.1616,N/A,https://www.bellwhitley.com/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
712,Whitley,Oak Grove Family Resource Center,Family Services,"4505 Cumberland Falls Hwy, Corbin, KY 40701",606-523-0741,36.904524,-84.162607,Mon-Fri 7-3,https://www.whitley.k12.ky.us/5/Content2/192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
713,Whitley,Kentucky Career Center and Social Security Department - West Williamsburg,Career Services,"1000 South HWY 25 West Williamsburg, KY 40769",606-549-5009,36.950231,-84.093246,Mon-Fri 8-4,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
714,Whitley,Corbin Public Library,Library,215 Roy Kidd Avenue Corbin KY 40701-1200,606-528-6366,36.949506,-84.094769,"Mon-Tues, 10-7, Wed 10-2, Thurs-Fri 10-7, Sat 10-2",http://www.corbinkyLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Community programs, ebooks, free internet and computer access, printing services, exam proctoring services",
715,Whitley,Whitley County Public Library,Library,"285 South Third Street Williamsburg, KY 40769-1265",606-549-0818,36.741787,-84.15853,"Mon 9-8, Tues-Wed 9-6, Thurs 9-8, Fri 9-6, Sat 9-2",http://www.whitleyLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free WiFi, bookmobile, ebooks, community programs, genealogy services, community room",
716,Whitley,Whitley County Extension,Cooperative Extension Offices,"4275 US-25W Williamsburg, KY 40769",606-549-1430,36.795369,-84.176893,Mon-Fri 8-4:30,http://whitley.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
717,Wolfe,Save-a-Lot - Campton,Grocery,"719 KY-15, Campton, KY 41301",606-668-7965,37.723848,-83.534445,"Mon-Sat 8-9, Sun 9-9",https://savealot.com/grocery-stores/campton-41301-24813/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
718,Wolfe,Kenny's Gas & Grocery,Grocery,"6580 KY-15, Campton, KY 41301",606-668-6813,37.666647,-83.484951,Everyday 8-9,https://www.facebook.com/kennysgasgrocery/?rf=134432753266406,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
719,Wolfe,Wolfe County Farmers Market,Farmers Market,"31 N Washington Street Campton,  KY 41301",606-668-3712,37.740995,-83.549076,Seasonal,https://wolfe.ca.uky.edu/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
720,Wolfe,Wolf County Transfer Station,Recycling Centers,2190 Quillen Chapel Road Campton KY 41301,606-668-7354,37.74824,-83.586799,"Mon-Fri 8-4, Sat 8-12",N/A,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), NONFE, ST CANS, WHITE",6,Dropoff,Commercial recycler
721,Wolfe,Social Service Department - Campton,Family Services,"15 Court St, Campton, KY 41301",606-668-3101,37.735177,-83.547147,Mon-Fri 8-4:30,https://www.countyoffice.org/campton-social-service-department-campton-ky-1e8/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
722,Wolfe,Wolfe County Child Support Division,Family Services,"16 Court St, Campton, KY 41301",606-668-7021,37.735177,-83.547147,Mon-Fri 8-4,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
723,Wolfe,Daniel Boone Development - Campton,Community Services,"10 Court St, Campton, KY 41301",606-668-3509,37.735177,-83.547147,Mon-Fri 8-4:30,http://danielboonecaa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
724,Wolfe,Department for Community-Based Services - Campton,Community Services,"330 Main St, Campton, KY 41301",606-668-3175,37.734535,-83.547084,"Mon, Wed-Fri 7-2",https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
725,Wolfe,Wolfe County Public Library,Library,164 KY HWY 15 North Campton KY 41301,606-668-6571,37.731144,-83.55424,"Mon 9-4:30, Tues 9-6, Wed 9-4:30, Thurs 9-6, Fri 9-4:30, Sat 9-1",http://wcplib.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer and internet access, ebooks, Driver's License Study Computer Station, help with job searches and benefits reporting, genealogy services",
726,Wolfe,Wolfe County Extension,Cooperative Extension Offices,"20 North Washington Street Campton, KY 41301",606-668-3712,37.736373,-83.547476,Mon-Fri 8-4:30,http://wolfe.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
